player_name,team_abbr,opp_abbr,salary,position,roster_position,game_key,dk_id,name_plus_id,slate_date,slate_key,reason,source_name
Barry Dunning,PITT,FLAST,6700,G/F,G/F/UTIL,FSU@PITT,42168597,Barry Dunning Jr. (42168597),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Isaac Williams,BAYLOR,HOU,5600,G,G/UTIL,BAY@UH,42168642,Isaac Williams IV (42168642),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Jerry Easter,USC,WASH,3900,G,G/UTIL,USC@UW,42168769,Jerry Easter II (42168769),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Dan Skillings,BAYLOR,HOU,4600,G,G/UTIL,BAY@UH,42168706,Dan Skillings Jr. (42168706),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Michael Phillips,MARQ,PROV,3000,F,F/UTIL,MARQ@PROV,42169045,Michael Phillips II (42169045),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Ramon Walker,HOU,BAYLOR,3000,G,G/UTIL,BAY@UH,42168916,Ramon Walker Jr. (42168916),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Declan Duru,TEX,ARK,3000,F,F/UTIL,TEX@ARK,42169017,Declan Duru Jr. (42169017),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
EJ Neal,USC,WASH,3000,G,G/UTIL,USC@UW,42169109,EJ Neal Jr. (42169109),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Billy White,SMU,MIA-FL,3000,F,F/UTIL,MIA@SMU,42168995,Billy White III (42168995),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Antione West,PURDUE,NW,3000,G,G/UTIL,PUR@NW,42169087,Antione West Jr. (42169087),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Terrance Williams,USC,WASH,3900,F,F/UTIL,USC@UW,42168763,Terrance Williams II (42168763),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Anthony Batson,STAN,ND,3000,G,G/UTIL,STAN@ND,42168966,Anthony Batson Jr. (42168966),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Chansey Willis,MINN,IND,3000,G,G/UTIL,MINN@IU,42169071,Chansey Willis Jr (42169071),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
George Turkson,MD,WISC,3000,G/F,G/F/UTIL,UMD@WISC,42168891,George Turkson Jr. (42168891),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
John Laboy,MIA-FL,SMU,3000,G,G/UTIL,MIA@SMU,42169105,John Laboy II (42169105),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Mark Zachery,ND,STAN,3000,G,G/UTIL,STAN@ND,42169055,Mark Zachery IV (42169055),2026-03-04,main,,local_dk_slate_import:2026-03-04:main
Styles Phipps,PEPPER,POR,8400,G,G/UTIL,PEP@POR,42177370,Styles Phipps (42177370),2026-03-05,main,,dk_import:2026-03-05:main
Rowan Brumbaugh,TULANE,TEMPLE,8900,G,G/UTIL,TUL@TEMP,42177360,Rowan Brumbaugh (42177360),2026-03-05,main,,dk_import:2026-03-05:main
David Green,TULSA,ECU,9200,F,F/UTIL,TLSA@ECU,42177354,David Green (42177354),2026-03-05,main,,dk_import:2026-03-05:main
Aaron Clark,PEPPER,POR,7200,G,G/UTIL,PEP@POR,42177404,Aaron Clark (42177404),2026-03-05,main,,dk_import:2026-03-05:main
Jan Vide,LYMNT,SD,6200,G,G/UTIL,SD@LYM,42177446,Jan Vide (42177446),2026-03-05,main,,dk_import:2026-03-05:main
Tylen Riley,TULSA,ECU,7700,G,G/UTIL,TLSA@ECU,42177384,Tylen Riley (42177384),2026-03-05,main,,dk_import:2026-03-05:main
Stefan Cicic,PEPPER,POR,5400,F,F/UTIL,PEP@POR,42177483,Stefan Cicic (42177483),2026-03-05,main,,dk_import:2026-03-05:main
Rodney Brown,LYMNT,SD,5500,G,G/UTIL,SD@LYM,42177477,Rodney Brown (42177477),2026-03-05,main,,dk_import:2026-03-05:main
JT Pettigrew,VALPO,INST,7600,F,F/UTIL,INST@VALP,42177386,JT Pettigrew (42177386),2026-03-05,main,,dk_import:2026-03-05:main
Curtis Williams Jr.,TULANE,TEMPLE,7300,G,G/UTIL,TUL@TEMP,42177398,Curtis Williams Jr. (42177398),2026-03-05,main,,dk_import:2026-03-05:main
Ade Popoola,TULSA,ECU,6500,G,G/UTIL,TLSA@ECU,42177432,Ade Popoola (42177432),2026-03-05,main,,dk_import:2026-03-05:main
Miles Barnstable,TULSA,ECU,7100,G,G/UTIL,TLSA@ECU,42177408,Miles Barnstable (42177408),2026-03-05,main,,dk_import:2026-03-05:main
Tariq Francis,RUT,MSU,8000,G,G/UTIL,RU@MSU,42177378,Tariq Francis (42177378),2026-03-05,main,,dk_import:2026-03-05:main
Gavin Griffiths,TEMPLE,TULANE,6700,G,G/UTIL,TUL@TEMP,42177422,Gavin Griffiths (42177422),2026-03-05,main,,dk_import:2026-03-05:main
Rakim Chaney,VALPO,INST,7500,G,G/UTIL,INST@VALP,42177392,Rakim Chaney (42177392),2026-03-05,main,,dk_import:2026-03-05:main
Aiden Tobiason,TEMPLE,TULANE,8500,G,G/UTIL,TUL@TEMP,42177368,Aiden Tobiason (42177368),2026-03-05,main,,dk_import:2026-03-05:main
Asher Woods,TULANE,TEMPLE,6300,G,G/UTIL,TUL@TEMP,42177440,Asher Woods (42177440),2026-03-05,main,,dk_import:2026-03-05:main
Javon Cooley,PEPPER,POR,4900,G/F,G/F/UTIL,PEP@POR,42177517,Javon Cooley (42177517),2026-03-05,main,,dk_import:2026-03-05:main
Coen Carr,MSU,RUT,6800,F,F/UTIL,RU@MSU,42177418,Coen Carr (42177418),2026-03-05,main,,dk_import:2026-03-05:main
Owen Dease,VALPO,INST,6400,F,F/UTIL,INST@VALP,42177436,Owen Dease (42177436),2026-03-05,main,,dk_import:2026-03-05:main
Tyler Ringgold,TULANE,TEMPLE,6000,F,F/UTIL,TUL@TEMP,42177452,Tyler Ringgold (42177452),2026-03-05,main,,dk_import:2026-03-05:main
Aaron McBride,LYMNT,SD,5700,F,F/UTIL,SD@LYM,42177467,Aaron McBride (42177467),2026-03-05,main,,dk_import:2026-03-05:main
Shon Tupuola,VALPO,INST,5300,F,F/UTIL,INST@VALP,42177489,Shon Tupuola (42177489),2026-03-05,main,,dk_import:2026-03-05:main
Brody Whitaker,VALPO,INST,5200,G,G/UTIL,INST@VALP,42177495,Brody Whitaker (42177495),2026-03-05,main,,dk_import:2026-03-05:main
Yonatan Levy,PEPPER,POR,5200,F,F/UTIL,PEP@POR,42177499,Yonatan Levy (42177499),2026-03-05,main,,dk_import:2026-03-05:main
Tyler Behrend,TULSA,ECU,6400,F,F/UTIL,TLSA@ECU,42177438,Tyler Behrend (42177438),2026-03-05,main,,dk_import:2026-03-05:main
Justus McNair,VALPO,INST,4900,G,G/UTIL,INST@VALP,42177522,Justus McNair (42177522),2026-03-05,main,,dk_import:2026-03-05:main
Masiah Gilyard,TEMPLE,TULANE,4700,G,G/UTIL,TUL@TEMP,42177528,Masiah Gilyard (42177528),2026-03-05,main,,dk_import:2026-03-05:main
Jamichael Davis,RUT,MSU,6000,G,G/UTIL,RU@MSU,42177454,Jamichael Davis (42177454),2026-03-05,main,,dk_import:2026-03-05:main
Kaden Powers,RUT,MSU,4200,G,G/UTIL,RU@MSU,42177558,Kaden Powers (42177558),2026-03-05,main,,dk_import:2026-03-05:main
Jaylen Lawal,TULSA,ECU,4000,G,G/UTIL,TLSA@ECU,42177578,Jaylen Lawal (42177578),2026-03-05,main,,dk_import:2026-03-05:main
AJ Thomas,LYMNT,SD,3400,G,G/UTIL,SD@LYM,42177634,AJ Thomas (42177634),2026-03-05,main,,dk_import:2026-03-05:main
Emmanuel Ogbole,RUT,MSU,4000,F,F/UTIL,RU@MSU,42177576,Emmanuel Ogbole (42177576),2026-03-05,main,,dk_import:2026-03-05:main
Ian Smikle,TULSA,ECU,3800,F,F/UTIL,TLSA@ECU,42177594,Ian Smikle (42177594),2026-03-05,main,,dk_import:2026-03-05:main
Babatunde Durodola,TEMPLE,TULANE,4000,F,F/UTIL,TUL@TEMP,42177574,Babatunde Durodola (42177574),2026-03-05,main,,dk_import:2026-03-05:main
Luke Rasmussen,TULANE,TEMPLE,4100,G,G/UTIL,TUL@TEMP,42177570,Luke Rasmussen (42177570),2026-03-05,main,,dk_import:2026-03-05:main
Carter Hopoi,VALPO,INST,3900,F,F/UTIL,INST@VALP,42177586,Carter Hopoi (42177586),2026-03-05,main,,dk_import:2026-03-05:main
Dylan Grant,RUT,MSU,5000,F,F/UTIL,RU@MSU,42177511,Dylan Grant (42177511),2026-03-05,main,,dk_import:2026-03-05:main
Percy Daniels,TULANE,TEMPLE,3700,F,F/UTIL,TUL@TEMP,42177602,Percy Daniels (42177602),2026-03-05,main,,dk_import:2026-03-05:main
Rokas Jocius,LYMNT,SD,3600,F,F/UTIL,SD@LYM,42177610,Rokas Jocius (42177610),2026-03-05,main,,dk_import:2026-03-05:main
Scotty Middleton,TULANE,TEMPLE,6100,F,F/UTIL,TUL@TEMP,42177448,Scotty Middleton (42177448),2026-03-05,main,,dk_import:2026-03-05:main
Josh Dalton,LYMNT,SD,3200,F,F/UTIL,SD@LYM,42177656,Josh Dalton (42177656),2026-03-05,main,,dk_import:2026-03-05:main
Lino Mark,RUT,MSU,4800,G,G/UTIL,RU@MSU,42177524,Lino Mark (42177524),2026-03-05,main,,dk_import:2026-03-05:main
Myles Rigsby,TULSA,ECU,3800,G,G/UTIL,TLSA@ECU,42177590,Myles Rigsby (42177590),2026-03-05,main,,dk_import:2026-03-05:main
Rick Issanza,LYMNT,SD,3900,F,F/UTIL,SD@LYM,42177584,Rick Issanza (42177584),2026-03-05,main,,dk_import:2026-03-05:main
Preston Phillips,PEPPER,POR,3000,F,F/UTIL,PEP@POR,42177731,Preston Phillips (42177731),2026-03-05,main,,dk_import:2026-03-05:main
Isaiah Barnes,VALPO,INST,3200,G,G/UTIL,INST@VALP,42177662,Isaiah Barnes (42177662),2026-03-05,main,,dk_import:2026-03-05:main
Tucker Tornatta,VALPO,INST,3000,F,F/UTIL,INST@VALP,42177791,Tucker Tornatta (42177791),2026-03-05,main,,dk_import:2026-03-05:main
Luka Vudragovic,PEPPER,POR,3400,G,G/UTIL,PEP@POR,42177632,Luka Vudragovic (42177632),2026-03-05,main,,dk_import:2026-03-05:main
Harun Zrno,RUT,MSU,3500,G,G/UTIL,RU@MSU,42177622,Harun Zrno (42177622),2026-03-05,main,,dk_import:2026-03-05:main
Sader Servilus,VALPO,INST,3300,G,G/UTIL,INST@VALP,42177652,Sader Servilus (42177652),2026-03-05,main,,dk_import:2026-03-05:main
KJ Greene,TULANE,TEMPLE,3300,G,G/UTIL,TUL@TEMP,42177650,KJ Greene (42177650),2026-03-05,main,,dk_import:2026-03-05:main
Bryce Dortch,RUT,MSU,3200,F,F/UTIL,RU@MSU,42177660,Bryce Dortch (42177660),2026-03-05,main,,dk_import:2026-03-05:main
David Mager,PEPPER,POR,3500,G,G/UTIL,PEP@POR,42177624,David Mager (42177624),2026-03-05,main,,dk_import:2026-03-05:main
Leon Sifferlin,TULSA,ECU,3000,G,G/UTIL,TLSA@ECU,42177869,Leon Sifferlin (42177869),2026-03-05,main,,dk_import:2026-03-05:main
Cam Wallace,TEMPLE,TULANE,3000,G,G/UTIL,TUL@TEMP,42177881,Cam Wallace (42177881),2026-03-05,main,,dk_import:2026-03-05:main
Jael Martin,LYMNT,SD,3000,F,F/UTIL,SD@LYM,42177779,Jael Martin (42177779),2026-03-05,main,,dk_import:2026-03-05:main
Connor Gal,TEMPLE,TULANE,3100,G,G/UTIL,TUL@TEMP,42177680,Connor Gal (42177680),2026-03-05,main,,dk_import:2026-03-05:main
Nikola Radovanovic,PEPPER,POR,3000,F,F/UTIL,PEP@POR,42177781,Nikola Radovanovic (42177781),2026-03-05,main,,dk_import:2026-03-05:main
Mohamed Keita,TEMPLE,TULANE,3000,F,F/UTIL,TUL@TEMP,42177787,Mohamed Keita (42177787),2026-03-05,main,,dk_import:2026-03-05:main
Chris Nwuli,RUT,MSU,3000,F,F/UTIL,RU@MSU,42177797,Chris Nwuli (42177797),2026-03-05,main,,dk_import:2026-03-05:main
Cooper Smith,LYMNT,SD,3000,G,G/UTIL,SD@LYM,42177825,Cooper Smith (42177825),2026-03-05,main,,dk_import:2026-03-05:main
Vasilije Kuridza,TULANE,TEMPLE,3000,F,F/UTIL,TUL@TEMP,42177747,Vasilije Kuridza (42177747),2026-03-05,main,,dk_import:2026-03-05:main
Vladimir Sudar,PEPPER,POR,3000,F,F/UTIL,PEP@POR,42177783,Vladimir Sudar (42177783),2026-03-05,main,,dk_import:2026-03-05:main
Kevin Carney,LYMNT,SD,3000,G,G/UTIL,SD@LYM,42177815,Kevin Carney (42177815),2026-03-05,main,,dk_import:2026-03-05:main
Robert Moore,TULANE,TEMPLE,3000,G,G/UTIL,TUL@TEMP,42177859,Robert Moore (42177859),2026-03-05,main,,dk_import:2026-03-05:main
Pasha Shemirani,PEPPER,POR,3000,F,F/UTIL,PEP@POR,42177775,Pasha Shemirani (42177775),2026-03-05,main,,dk_import:2026-03-05:main
Jake Shapiro,TULANE,TEMPLE,3000,G,G/UTIL,TUL@TEMP,42177857,Jake Shapiro (42177857),2026-03-05,main,,dk_import:2026-03-05:main
Luke Cronin,TULANE,TEMPLE,3000,F,F/UTIL,TUL@TEMP,42177745,Luke Cronin (42177745),2026-03-05,main,,dk_import:2026-03-05:main
Davion Bradford,TULANE,TEMPLE,3000,F,F/UTIL,TUL@TEMP,42177751,Davion Bradford (42177751),2026-03-05,main,,dk_import:2026-03-05:main
Camden Webster,VALPO,INST,3000,G,G/UTIL,INST@VALP,42177819,Camden Webster (42177819),2026-03-05,main,,dk_import:2026-03-05:main
Spencer Mahoney,TEMPLE,TULANE,3000,F,F/UTIL,TUL@TEMP,42177769,Spencer Mahoney (42177769),2026-03-05,main,,dk_import:2026-03-05:main
Cal Conroy,TULSA,ECU,3000,G,G/UTIL,TLSA@ECU,42177865,Cal Conroy (42177865),2026-03-05,main,,dk_import:2026-03-05:main
Kyonte Thomas,VALPO,INST,3000,G,G/UTIL,INST@VALP,42177893,Kyonte Thomas (42177893),2026-03-05,main,,dk_import:2026-03-05:main
Gevonte Ware,RUT,MSU,3000,F,F/UTIL,RU@MSU,42177907,Gevonte Ware (42177907),2026-03-05,main,,dk_import:2026-03-05:main
Joe Vick,VALPO,INST,3000,G,G/UTIL,INST@VALP,42177817,Joe Vick (42177817),2026-03-05,main,,dk_import:2026-03-05:main
Brennan Walton,MSU,RUT,3000,F,F/UTIL,RU@MSU,42177763,Brennan Walton (42177763),2026-03-05,main,,dk_import:2026-03-05:main
Carter Benton,TULSA,ECU,3000,G,G/UTIL,TLSA@ECU,42177829,Carter Benton (42177829),2026-03-05,main,,dk_import:2026-03-05:main
Josiah Moore,TULANE,TEMPLE,3100,G,G/UTIL,TUL@TEMP,42177686,Josiah Moore (42177686),2026-03-05,main,,dk_import:2026-03-05:main
Nick Sanders,MSU,RUT,3000,G,G/UTIL,RU@MSU,42177871,Nick Sanders (42177871),2026-03-05,main,,dk_import:2026-03-05:main
Anto Balian,PEPPER,POR,3000,G,G/UTIL,PEP@POR,42177801,Anto Balian (42177801),2026-03-05,main,,dk_import:2026-03-05:main
Ty Virgil,PEPPER,POR,3000,G,G/UTIL,PEP@POR,42177803,Ty Virgil (42177803),2026-03-05,main,,dk_import:2026-03-05:main
Marley Zeller,LYMNT,SD,3000,G,G/UTIL,SD@LYM,42177827,Marley Zeller (42177827),2026-03-05,main,,dk_import:2026-03-05:main
Tanner Thomas,LYMNT,SD,3000,G,G/UTIL,SD@LYM,42177813,Tanner Thomas (42177813),2026-03-05,main,,dk_import:2026-03-05:main
Gregg Glenn III,TULANE,TEMPLE,3000,F,F/UTIL,TUL@TEMP,42177735,Gregg Glenn III (42177735),2026-03-05,main,,dk_import:2026-03-05:main
Joseph Teich,TULANE,TEMPLE,3000,G,G/UTIL,TUL@TEMP,42177849,Joseph Teich (42177849),2026-03-05,main,,dk_import:2026-03-05:main
Jayden Watson,VALPO,INST,3000,F,F/UTIL,INST@VALP,42177720,Jayden Watson (42177720),2026-03-05,main,,dk_import:2026-03-05:main
Kobe Walker,VALPO,INST,3000,F,F/UTIL,INST@VALP,42177722,Kobe Walker (42177722),2026-03-05,main,,dk_import:2026-03-05:main
Nick Lombardi,VALPO,INST,3000,G,G/UTIL,INST@VALP,42177821,Nick Lombardi (42177821),2026-03-05,main,,dk_import:2026-03-05:main
Colin Walton,MSU,RUT,3000,F,F/UTIL,RU@MSU,42177765,Colin Walton (42177765),2026-03-05,main,,dk_import:2026-03-05:main
Jesse McCulloch,MSU,RUT,3000,F,F/UTIL,RU@MSU,42177793,Jesse McCulloch (42177793),2026-03-05,main,,dk_import:2026-03-05:main
Max Fradkin,RUT,MSU,3000,G,G/UTIL,RU@MSU,42177833,Max Fradkin (42177833),2026-03-05,main,,dk_import:2026-03-05:main
Denham Wojcik,MSU,RUT,3000,G,G/UTIL,RU@MSU,42177895,Denham Wojcik (42177895),2026-03-05,main,,dk_import:2026-03-05:main
Denis Badalau,RUT,MSU,3100,F,F/UTIL,RU@MSU,42177670,Denis Badalau (42177670),2026-03-05,main,,dk_import:2026-03-05:main
Jalen Shelley,LYMNT,SD,5900,F,F/UTIL,SD@LYM,42177456,Jalen Shelley (42177456),2026-03-05,main,,dk_import:2026-03-05:main
Danilo Dozic,PEPPER,POR,5100,F,F/UTIL,PEP@POR,42177507,Danilo Dozic (42177507),2026-03-05,main,,dk_import:2026-03-05:main
Romad Dean,TULSA,ECU,4200,F,F/UTIL,TLSA@ECU,42177562,Romad Dean (42177562),2026-03-05,main,,dk_import:2026-03-05:main
Nakyel Shelton,LYMNT,SD,3300,G,G/UTIL,SD@LYM,42177642,Nakyel Shelton (42177642),2026-03-05,main,,dk_import:2026-03-05:main
A.J. Smith,TEMPLE,TULANE,3000,G,G/UTIL,TUL@TEMP,42177696,AJ Smith (42177696),2026-03-05,main,,dk_import:2026-03-05:main
Divine Ugochukwu,MSU,RUT,3000,G,G/UTIL,RU@MSU,42177709,Divine Ugochukwu (42177709),2026-03-05,main,,dk_import:2026-03-05:main
Dorian Jones,RUT,MSU,3000,G,G/UTIL,RU@MSU,42177911,Dorian Jones (42177911),2026-03-05,main,,dk_import:2026-03-05:main
George Tupy,LYMNT,SD,3000,F,F/UTIL,SD@LYM,42177739,George Tupy (42177739),2026-03-05,main,,dk_import:2026-03-05:main
Kaleb Glenn,MSU,RUT,3000,F,F/UTIL,RU@MSU,42177711,Kaleb Glenn (42177711),2026-03-05,main,,dk_import:2026-03-05:main
Jeremy Fears,MSU,RUT,9600,G,G/UTIL,RU@MSU,42177350,Jeremy Fears Jr. (42177350),2026-03-05,main,,dk_import:2026-03-05:main
Myron Amey,LYMNT,SD,5100,G,G/UTIL,SD@LYM,42177503,Myron Amey Jr. (42177503),2026-03-05,main,,dk_import:2026-03-05:main
Morez Johnson,MICH,IOWA,7200,F,F/UTIL,MICH@IOWA,42177402,Morez Johnson Jr. (42177402),2026-03-05,main,,dk_import:2026-03-05:main
Leon Bond,UNI,EVAN,6700,G/F,G/F/UTIL,EVAN@UNI,42177424,Leon Bond III (42177424),2026-03-05,main,,dk_import:2026-03-05:main
Curtis Givens,MEM,USF,6100,G,G/UTIL,USF@MEM,42177450,Curtis Givens III (42177450),2026-03-05,main,,dk_import:2026-03-05:main
Tim Moore,SD,LYMNT,5800,F,F/UTIL,SD@LYM,42177465,Tim Moore Jr. (42177465),2026-03-05,main,,dk_import:2026-03-05:main
Darren Buchanan,RUT,MSU,5700,G,G/UTIL,RU@MSU,42177469,Darren Buchanan Jr. (42177469),2026-03-05,main,,dk_import:2026-03-05:main
Roddy Gayle,MICH,IOWA,3700,G,G/UTIL,MICH@IOWA,42177598,Roddy Gayle Jr. (42177598),2026-03-05,main,,dk_import:2026-03-05:main
Mark Brown,VALPO,INST,3000,G,G/UTIL,INST@VALP,42177891,Mark Brown Jr. (42177891),2026-03-05,main,,dk_import:2026-03-05:main
Ayuba Bryant,TEMPLE,TULANE,3000,F,F/UTIL,TUL@TEMP,42177795,Ayuba Bryant Jr. (42177795),2026-03-05,main,,dk_import:2026-03-05:main
Marlon Barnes,EVAN,UNI,3000,F,F/UTIL,EVAN@UNI,42177743,Marlon Barnes Jr. (42177743),2026-03-05,main,,dk_import:2026-03-05:main
KJ Martin,TULSA,ECU,3100,F,F/UTIL,TLSA@ECU,42177674,KJ Martin Jr. (42177674),2026-03-05,main,,dk_import:2026-03-05:main
Kjay Bradley,SD,LYMNT,3000,G,G/UTIL,SD@LYM,42177805,Kjay Bradley Jr. (42177805),2026-03-05,main,,dk_import:2026-03-05:main
Olin Chamberlain,TEMPLE,TULANE,3000,G,G/UTIL,TUL@TEMP,42177823,Olin Chamberlain Jr. (42177823),2026-03-05,main,,dk_import:2026-03-05:main
Leo Amari,EVAN,UNI,3000,G,G/UTIL,EVAN@UNI,42177841,Leo Amari IV (42177841),2026-03-05,main,,dk_import:2026-03-05:main
Zachary Davis,MEM,USF,3800,G,G/UTIL,USF@MEM,42177596,Zach Davis (42177596),2026-03-05,main,,manual_alias_review:2026-03-05:main
Derr Ford,TEMPLE,TULANE,8600,G,G/UTIL,TUL@TEMP,42177366,Derrian Ford (42177366),2026-03-05,main,,manual_alias_review:2026-03-05:main
Jord Mason,TEMPLE,TULANE,6900,F,G/UTIL,TUL@TEMP,42177414,Jordan Mason (42177414),2026-03-05,main,,manual_alias_review:2026-03-05:main
Jhermaine Webb,POR,PEPPER,5500,F,F/UTIL,PEP@POR,42177479,Jermaine Ballisager Webb (42177479),2026-03-05,main,,manual_alias_review:2026-03-05:main
Jaai Felt,TEMPLE,TULANE,4500,F,F/UTIL,TUL@TEMP,42177540,Jamai Felt (42177540),2026-03-05,main,,manual_alias_review:2026-03-05:main
Dev Haid,USF,MEM,3900,G,G/UTIL,USF@MEM,42177588,Devin Haid (42177588),2026-03-05,main,,manual_alias_review:2026-03-05:main
Pavle Stasic,PEPPER,POR,3300,G,F/UTIL,PEP@POR,42177646,Pavle Stosic (42177646),2026-03-05,main,,manual_alias_review:2026-03-05:main
Byae Fell,RUT,MSU,3000,F,F/UTIL,RU@MSU,42177903,Baye Fall (42177903),2026-03-05,main,,manual_alias_review:2026-03-05:main
Terrence Ford Jr.,TULSA,ECU,3000,G,G/UTIL,TLSA@ECU,42177847,Terrance Ford Jr. (42177847),2026-03-05,main,,manual_alias_review:2026-03-05:main
