Pos,Team,Player,Salary,projOwn%,actualOwn%,Diff,Proj,Scored,dk_id,dk_player_name,dk_name_plus_id,dk_team_abbr,dk_salary,dk_slate_date,dk_game_key,salary_diff,candidate_count,best_tie_count,match_method,match_status
F,,Aleksas Bieliauskas,"$4,000",1.95%,0%,0%,11.95,8.5,42168757,Aleksas Bieliauskas,Aleksas Bieliauskas (42168757),WISC,4000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
F,,Damarius Owens,"$4,500",7.60%,0%,0%,10.1,8.25,42168714,Damarius Owens,Damarius Owens (42168714),MARQ,4500,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
F,,Cole Hargrove,"$3,500",0.35%,0%,0%,4.95,8.25,42168814,Cole Hargrove,Cole Hargrove (42168814),PROV,3500,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G,,Guillermo Del Pino,"$3,500",0.15%,0%,0%,5.06,8.25,42168818,Guillermo Del Pino,Guillermo Del Pino (42168818),UMD,3500,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Duncan Powell,"$4,100",2.15%,1.03%,-1.10%,4.9,7.75,42168749,Duncan Powell,Duncan Powell (42168749),PROV,4100,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G,,Gicarri Harris,"$3,500",0.75%,0%,0%,13.98,7.75,42168810,Gicarri Harris,Gicarri Harris (42168810),PUR,3500,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Isaiah Watts,"$3,200",0.30%,0%,0%,8.17,7.75,42168860,Isaiah Watts,Isaiah Watts (42168860),UMD,3200,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Will Garlock,"$3,100",0%,0%,0%,0.0,7.75,42168871,Will Garlock,Will Garlock (42168871),WISC,3100,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
G,,Dan Skillings Jr.,"$4,600",0.90%,0%,0%,13.17,7.25,42168706,Dan Skillings Jr.,Dan Skillings Jr. (42168706),BAY,4600,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Fabian Flores,"$3,300",0.55%,0%,0%,7.8,7.25,42168848,Fabian Flores,Fabian Flores (42168848),DPU,3300,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
F,,Corey Washington,"$5,800",8.80%,0%,0%,26.55,6.75,42168632,Corey Washington,Corey Washington (42168632),SMU,5800,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
G,,Jasai Miles,"$3,200",0.60%,0%,0%,5.11,6.5,42168858,Jasai Miles,Jasai Miles (42168858),IU,3200,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,Angelo Ciaravino,"$4,200",1.15%,0%,0%,18.03,6.25,42168745,Angelo Ciaravino,Angelo Ciaravino (42168745),NW,4200,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G,,Cam Miles,"$3,200",0%,0%,0%,0.0,6.25,42168856,Cam Miles,Cam Miles (42168856),FSU,3200,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Tyler Kropp,"$3,600",0.83%,0%,0%,4.07,6.0,42168800,Tyler Kropp,Tyler Kropp (42168800),NW,3600,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
F,,Jaden Brownell,"$4,100",0.60%,0%,0%,7.0,6.0,42168751,Jaden Brownell,Jaden Brownell (42168751),USC,4100,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Nilavan Daniels,"$3,500",0%,0%,0%,0.0,6.0,42168820,Nilavan Daniels,Nilavan Daniels (42168820),PROV,3500,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
F,,Lathan Sommerville,"$3,800",2.75%,0%,0%,11.15,5.5,42168775,Lathan Sommerville,Lathan Sommerville (42168775),UW,3800,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Dante Allen,"$4,700",1.95%,0%,0%,15.22,5.5,42168694,Dante Allen,Dante Allen (42168694),MIA,4700,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
G,,RJ Smith,"$4,900",0.90%,0%,0%,14.99,5.5,42168686,RJ Smith,RJ Smith (42168686),DPU,4900,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Mercy Miller,"$3,900",0.45%,0%,0%,14.62,5.5,42168767,Mercy Miller,Mercy Miller (42168767),UH,3900,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Trent Sisley,"$3,000",0%,0%,0%,0.0,5.5,42169047,Trent Sisley,Trent Sisley (42169047),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,David Coit,"$4,800",8%,0%,0%,17.8,5.25,42168692,David Coit,David Coit (42168692),UMD,4800,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Michael Phillips II,"$3,000",0.91%,0%,0%,3.71,5.25,42169045,Michael Phillips II,Michael Phillips II (42169045),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Tayton Conerway,"$4,300",8.20%,0%,0%,10.24,4.75,42168729,Tayton Conerway,Tayton Conerway (42168729),IU,4300,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
G,,Michael Rataj,"$4,000",4.95%,0%,0%,12.3,4.75,42168761,Michael Rataj,Michael Rataj (42168761),BAY,4000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Jack Benter,"$3,800",0.25%,0%,0%,9.72,4.5,42168773,Jack Benter,Jack Benter (42168773),PUR,3800,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Jack Robison,"$3,000",0%,0%,0%,0.0,4.25,42169025,Jack Robison,Jack Robison (42169025),WISC,3000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
G,,Chris Jeffrey,"$3,200",0.77%,0%,0%,5.61,4.0,42168854,Chris Jeffrey,Chris Jeffrey (42168854),VU,3200,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
G,,Justin Mullins,"$3,300",0%,0%,0%,0.0,3.75,42168844,Justin Mullins,Justin Mullins (42168844),NW,3300,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G,,BJ Roy,"$3,000",0%,0%,0%,0.0,3.5,42169107,BJ Roy,BJ Roy (42169107),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Isaac Gard,"$3,000",0%,0%,0%,0.0,3.5,42169151,Isaac Gard,Isaac Gard (42169151),WISC,3000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
F,,Kaleb Banks,"$3,400",2.25%,0%,0%,6.49,3.25,42168822,Kaleb Banks,Kaleb Banks (42168822),DPU,3400,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
F,,Joshua Clark,"$3,000",0%,0%,0%,0.0,3.25,42169037,Joshua Clark,Joshua Clark (42169037),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,B.J. Davis-Ray,"$3,100",0%,0%,0%,0.0,3.0,42168877,B.J. Davis-Ray,B.J. Davis-Ray (42168877),SMU,3100,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Gabe Dynes,"$3,000",0.25%,0%,0%,8.35,2.5,42168883,Gabe Dynes,Gabe Dynes (42168883),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
F,,Theo Pierre-Justin,"$4,400",0.75%,0%,0%,10.92,2.0,42168721,Theo Pierre-Justin,Theo Pierre-Justin (42168721),DPU,4400,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Hayden Jones,"$3,000",0.15%,0%,0%,4.32,2.0,42169157,Hayden Jones,Hayden Jones (42169157),WISC,3000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
G/F,,George Turkson Jr.,"$3,000",0%,0%,0%,0.0,2.0,42168891,George Turkson Jr.,George Turkson Jr. (42168891),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
G,,Sir Mohammed,"$4,200",8.45%,0%,0%,17.33,1.5,42168743,Sir Mohammed,Sir Mohammed (42168743),ND,4200,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G,,Macari Moore,"$3,100",0%,0%,0%,0.0,1.5,42168875,Macari Moore,Macari Moore (42168875),PITT,3100,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
F,,Daniel Jacobsen,"$3,500",2.20%,0%,0%,11.77,1.25,42168816,Daniel Jacobsen,Daniel Jacobsen (42168816),PUR,3500,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Kobe MaGee,"$3,600",1.45%,0%,0%,7.64,1.25,42168806,Kobe MaGee,Kobe MaGee (42168806),FSU,3600,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Ryder Frost,"$3,400",0.40%,0%,0%,5.3,1.25,42168834,Ryder Frost,Ryder Frost (42168834),ND,3400,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G/F,,Isaiah Sealy,"$3,200",0%,0%,0%,0.0,1.25,42168864,Isaiah Sealy,Isaiah Sealy (42168864),ARK,3200,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,K.J. Windham,"$3,000",0%,0%,0%,0.0,1.25,42168885,K.J. Windham,K.J. Windham (42168885),NW,3000,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
F,,Aleks Alston,"$3,000",0%,0%,0%,0.0,1.25,42169043,Aleks Alston,Aleks Alston (42169043),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Riccardo Greppi,"$3,000",0%,0%,0%,0.0,1.25,42169019,Riccardo Greppi,Riccardo Greppi (42169019),WISC,3000,2026-03-04,UMD@WISC,0.0,3,1,exact_name,matched
F,,Braden Pierce,"$3,100",0.91%,0%,0%,7.08,1.0,42168873,Braden Pierce,Braden Pierce (42168873),VU,3100,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
F,,Kalifa Sakho,"$3,900",0.55%,0%,0%,10.32,0.75,42168765,Kalifa Sakho,Kalifa Sakho (42168765),UH,3900,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Franck Kepnang,"$4,600",7.50%,0%,0%,4.42,0.0,42168700,Franck Kepnang,Franck Kepnang (42168700),UW,4600,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Jordan Pope,"$5,300",6.90%,0%,0%,25.48,0.0,42168662,Jordan Pope,Jordan Pope (42168662),TEX,5300,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Quimari Peterson,"$4,600",6.55%,5.94%,-0.60%,22.03,0.0,42168702,Quimari Peterson,Quimari Peterson (42168702),UW,4600,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Jake West,"$4,300",2.15%,0%,0%,15.56,0.0,42168733,Jake West,Jake West (42168733),NW,4300,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
F,,Bryson Tucker,"$3,600",1.40%,0%,0%,6.21,0.0,42168796,Bryson Tucker,Bryson Tucker (42168796),UW,3600,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
F,,Sam Walters,"$3,000",0.91%,0%,0%,3.21,0.0,42169035,Sam Walters,Sam Walters (42169035),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Shah Muhammad,"$3,000",0.91%,0%,0%,6.19,0.0,42169023,Shah Muhammad,Shah Muhammad (42169023),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Isiah Harwell,"$3,200",0.70%,0%,0%,7.84,0.0,42168862,Isiah Harwell,Isiah Harwell (42168862),UH,3200,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
G,,Omer Mayer,"$3,400",0.55%,0%,0%,10.5,0.0,42168826,Omer Mayer,Omer Mayer (42168826),PUR,3400,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Terrance Williams II,"$3,900",0.30%,0%,0%,8.87,0.0,42168763,Terrance Williams II,Terrance Williams II (42168763),USC,3900,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
F,,Oskar Giltay,"$3,600",0.30%,0%,0%,9.67,0.0,42168802,Oskar Giltay,Oskar Giltay (42168802),STAN,3600,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,James Nnaji,"$3,200",0.15%,0%,0%,4.92,0.0,42168869,James Nnaji,James Nnaji (42168869),BAY,3200,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Ramon Walker Jr.,"$3,000",0.10%,0%,0%,3.44,0.0,42168916,Ramon Walker Jr.,Ramon Walker Jr. (42168916),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
G,,James Goodis,"$3,000",0%,0%,0%,0.0,0.0,42169065,James Goodis,James Goodis (42169065),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G/F,,Rich Barron,"$3,000",0%,0%,0%,0.0,0.0,42168899,Rich Barron,Rich Barron (42168899),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
F,,Treyvon Maddox,"$3,000",0%,0%,0%,0.0,0.0,42169170,Treyvon Maddox,Treyvon Maddox (42169170),MIA,3000,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
F,,Chance Puryear,"$3,000",0%,0%,0%,0.0,0.0,42169013,Chance Puryear,Chance Puryear (42169013),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Henry Lau,"$3,000",0%,0%,0%,0.0,0.0,42168956,Henry Lau,Henry Lau (42168956),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Brandon Taylor,"$3,000",0%,0%,0%,0.0,0.0,42169113,Brandon Taylor,Brandon Taylor (42169113),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Papa Amadou Kante,"$3,000",0%,0%,0%,0.0,0.0,42168938,Papa Amadou Kante,Papa Amadou Kante (42168938),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
F,,Kristers Skrinda,"$3,000",0%,0%,0%,0.0,0.0,42168958,Kristers Skrinda,Kristers Skrinda (42168958),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G,,Lukas Sotell,"$3,000",0%,0%,0%,0.0,0.0,42169085,Lukas Sotell,Lukas Sotell (42169085),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
G,,Trey Utter,"$3,000",0%,0%,0%,0.0,0.0,42169093,Trey Utter,Trey Utter (42169093),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
F,,Matt Hodge,"$3,000",0%,0%,0%,0.0,0.0,42168881,Matt Hodge,Matt Hodge (42168881),VU,3000,2026-03-04,VU@DPU,0.0,3,1,exact_name,matched
G,,Chansey Willis Jr,"$3,000",0%,0%,0%,0.0,0.0,42169071,Chansey Willis Jr,Chansey Willis Jr (42169071),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Mady Traore,"$3,000",0%,0%,0%,0.0,0.0,42169061,Mady Traore,Mady Traore (42169061),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G/F,,Karter Knox,"$4,400",0%,0%,0%,0.0,0.0,42168716,Karter Knox,Karter Knox (42168716),ARK,4400,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Jacob McFarland,"$3,000",0%,0%,0%,0.0,0.0,42168960,Jacob McFarland,Jacob McFarland (42168960),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
G,,Nick Blake,"$3,000",0%,0%,0%,0.0,0.0,42169077,Nick Blake,Nick Blake (42169077),UMD,3000,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
G,,Corey Floyd Jr.,"$4,200",0%,0%,0%,0.0,0.0,42168735,Corey Floyd Jr.,Corey Floyd Jr. (42168735),PROV,4200,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G,,Jace Rayl,"$3,000",0%,0%,0%,0.0,0.0,42169131,Jace Rayl,Jace Rayl (42169131),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Braeden Brenn,"$3,000",0%,0%,0%,0.0,0.0,42168999,Braeden Brenn,Braeden Brenn (42168999),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Daquan Davis,"$3,000",0%,0%,0%,0.0,0.0,42168897,Daquan Davis,Daquan Davis (42168897),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G,,Blake Smith,"$3,000",0%,0%,0%,0.0,0.0,42169051,Blake Smith,Blake Smith (42169051),NW,3000,2026-03-04,PUR@NW,0.0,1,1,exact_name,matched
G,,Niccolo Kalischer-Stork,"$3,000",0%,0%,0%,0.0,0.0,42169095,Niccolo Kalischer-Stork,Niccolo Kalischer-Stork (42169095),SMU,3000,2026-03-04,MIA@SMU,0.0,4,1,exact_name,matched
G,,Rodney Rice,"$3,000",0%,0%,0%,0.0,0.0,42168950,Rodney Rice,Rodney Rice (42168950),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
F,,John Clark,"$3,000",0%,0%,0%,0.0,0.0,42168980,John Clark,John Clark (42168980),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,BJ Omot,"$3,000",0%,0%,0%,0.0,0.0,42169079,BJ Omot,BJ Omot (42169079),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
G,,Ayden Kelley,"$3,000",0%,0%,0%,0.0,0.0,42169127,Ayden Kelley,Ayden Kelley (42169127),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Anthony Batson Jr.,"$3,000",0%,0%,0%,0.0,0.0,42168966,Anthony Batson Jr.,Anthony Batson Jr. (42168966),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Liam Murphy,"$3,000",0%,0%,0%,0.0,0.0,42169015,Liam Murphy,Liam Murphy (42169015),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Brady Stevens,"$3,000",0%,0%,0%,0.0,0.0,42169135,Brady Stevens,Brady Stevens (42169135),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G,,JJ White,"$4,600",0%,0%,0%,0.0,0.0,42168708,JJ White,JJ White (42168708),BAY,4600,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Sean Jones,"$3,000",0%,0%,0%,0.0,0.0,42168942,Sean Jones,Sean Jones (42168942),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Nash Walker,"$3,000",0%,0%,0%,0.0,0.0,42168944,Nash Walker,Nash Walker (42168944),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Jalen Crawford,"$3,000",0%,0%,0%,0.0,0.0,42169089,Jalen Crawford,Jalen Crawford (42169089),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Xavier Osceola,"$3,000",0%,0%,0%,0.0,0.0,42169139,Xavier Osceola,Xavier Osceola (42169139),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Sheek Pearson,"$3,000",0%,0%,0%,0.0,0.0,42168946,Sheek Pearson,Sheek Pearson (42168946),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
F,,Lassina Traore,"$3,600",0%,0%,0%,0.0,0.0,42168808,Lassina Traore,Lassina Traore (42168808),TEX,3600,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Mayo Soyoye,"$3,000",0%,0%,0%,0.0,0.0,42168989,Mayo Soyoye,Mayo Soyoye (42168989),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Paulo Semedo,"$3,000",0%,0%,0%,0.0,0.0,42168974,Paulo Semedo,Paulo Semedo (42168974),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
F,,Juslin Bodo Bodo,"$3,000",0%,0%,0%,0.0,0.0,42168987,Juslin Bodo Bodo,Juslin Bodo Bodo (42168987),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Christian Nitu,"$3,000",0%,0%,0%,0.0,0.0,42168920,Christian Nitu,Christian Nitu (42168920),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Patrick O'Brien,"$3,000",0%,0%,0%,0.0,0.0,42169057,Patrick O'Brien,Patrick O'Brien (42169057),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
F,,Isaiah Medina,"$3,000",0%,0%,0%,0.0,0.0,42168926,Isaiah Medina,Isaiah Medina (42168926),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
F,,Chisom Okpara,"$3,000",0%,0%,0%,0.0,0.0,42168954,Chisom Okpara,Chisom Okpara (42168954),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G/F,,Andre Iguodala II,"$3,000",0%,0%,0%,0.0,0.0,42168984,Andre Iguodala II,Andre Iguodala II (42168984),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Aaron Fine,"$3,000",0%,0%,0%,0.0,0.0,42169147,Aaron Fine,Aaron Fine (42169147),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
F,,Declan Duru Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169017,Declan Duru Jr.,Declan Duru Jr. (42169017),TEX,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Jonah Lucas,"$3,000",0%,0%,0%,0.0,0.0,42169099,Jonah Lucas,Jonah Lucas (42169099),MARQ,3000,2026-03-04,MARQ@PROV,0.0,2,1,exact_name,matched
G,,Markus Burton,"$8,500",0%,0%,0%,0.0,0.0,42168515,Markus Burton,Markus Burton (42168515),ND,8500,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Andrej Acimovic,"$3,000",0%,0%,0%,0.0,0.0,42168962,Andrej Acimovic,Andrej Acimovic (42168962),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Cedric Lath,"$3,000",0%,0%,0%,0.0,0.0,42169033,Cedric Lath,Cedric Lath (42169033),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Raleigh Burgess,"$3,000",0%,0%,0%,0.0,0.0,42168976,Raleigh Burgess,Raleigh Burgess (42168976),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Myles Rice,"$3,700",0%,0%,0%,0.0,0.0,42168794,Myles Rice,Myles Rice (42168794),UMD,3700,2026-03-04,UMD@WISC,0.0,4,1,exact_name,matched
F,,Tommy Ahneman,"$3,000",0%,0%,0%,0.0,0.0,42168914,Tommy Ahneman,Tommy Ahneman (42168914),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Benjamin Mayhew,"$3,000",0%,0%,0%,0.0,0.0,42169003,Benjamin Mayhew,Benjamin Mayhew (42169003),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Drew Snively,"$3,000",0%,0%,0%,0.0,0.0,42169125,Drew Snively,Drew Snively (42169125),IU,3000,2026-03-04,MINN@IU,0.0,3,1,exact_name,matched
F,,Cameron Grant,"$3,000",0%,0%,0%,0.0,0.0,42169029,Cameron Grant,Cameron Grant (42169029),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Luke Devine,"$3,000",0%,0%,0%,0.0,0.0,42168982,Luke Devine,Luke Devine (42168982),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
G,,Will Kuykendall,"$3,000",0%,0%,0%,0.0,0.0,42169145,Will Kuykendall,Will Kuykendall (42169145),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
F,,Jeremy Lorenz,"$3,000",0%,0%,0%,0.0,0.0,42168922,Jeremy Lorenz,Jeremy Lorenz (42168922),DPU,3000,2026-03-04,VU@DPU,0.0,1,1,exact_name,matched
G,,Jasen Lopez,"$3,000",0%,0%,0%,0.0,0.0,42168889,Jasen Lopez,Jasen Lopez (42168889),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
G,,Ethan Kitch,"$3,000",0%,0%,0%,0.0,0.0,42169075,Ethan Kitch,Ethan Kitch (42169075),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
G,,Maximo Garcia-Plata,"$3,000",0%,0%,0%,0.0,0.0,42169103,Maximo Garcia-Plata,Maximo Garcia-Plata (42169103),FSU,3000,2026-03-04,FSU@PITT,0.0,1,1,exact_name,matched
F,,Elmir Dzafic,"$3,000",0%,0%,0%,0.0,0.0,42169009,Elmir Dzafic,Elmir Dzafic (42169009),ARK,3000,2026-03-04,TEX@ARK,0.0,4,1,exact_name,matched
G,,Antione West Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169087,Antione West Jr.,Antione West Jr. (42169087),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Maximus Gizzi,"$3,000",0%,0%,0%,0.0,0.0,42169101,Maximus Gizzi,Maximus Gizzi (42169101),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Maikcol Perez,"$3,000",0%,0%,0%,0.0,0.0,42168991,Maikcol Perez,Maikcol Perez (42168991),BAY,3000,2026-03-04,BAY@UH,0.0,3,1,exact_name,matched
G,,Brandin Cummings,"$3,000",0%,0%,0%,0.0,0.0,42168936,Brandin Cummings,Brandin Cummings (42168936),PITT,3000,2026-03-04,FSU@PITT,0.0,2,1,exact_name,matched
G,,Jonah Goorin,"$3,000",0%,0%,0%,0.0,0.0,42169059,Jonah Goorin,Jonah Goorin (42169059),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Mark Zachery IV,"$3,000",0%,0%,0%,0.0,0.0,42169055,Mark Zachery IV,Mark Zachery IV (42169055),ND,3000,2026-03-04,STAN@ND,0.0,1,1,exact_name,matched
F,,Robert Vaihola,"$3,000",0%,0%,0%,0.0,0.0,42169069,Robert Vaihola,Robert Vaihola (42169069),MINN,3000,2026-03-04,MINN@IU,0.0,2,1,exact_name,matched
F,,Jasir Rencher,"$3,000",0%,0%,0%,0.0,0.0,42168906,Jasir Rencher,Jasir Rencher (42168906),UW,3000,2026-03-04,USC@UW,0.0,2,1,exact_name,matched
G,,Myles Jones,"$3,000",0%,0%,0%,0.0,0.0,42169067,Myles Jones,Myles Jones (42169067),STAN,3000,2026-03-04,STAN@ND,0.0,2,1,exact_name,matched
F,,Peteris Pinnis,"$3,000",0%,0%,0%,0.0,0.0,42169027,Peteris Pinnis,Peteris Pinnis (42169027),PROV,3000,2026-03-04,MARQ@PROV,0.0,1,1,exact_name,matched
G/F,,Amarion Dickerson,"$3,800",0%,0%,0%,0.0,0.0,42168781,Amarion Dickerson,Amarion Dickerson (42168781),USC,3800,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,EJ Neal Jr.,"$3,000",0%,0%,0%,0.0,0.0,42169109,EJ Neal Jr.,EJ Neal Jr. (42169109),USC,3000,2026-03-04,USC@UW,0.0,3,1,exact_name,matched
G,,Jack Lusk,"$3,000",0%,0%,0%,0.0,0.0,42169149,Jack Lusk,Jack Lusk (42169149),PUR,3000,2026-03-04,PUR@NW,0.0,5,1,exact_name,matched
G,,Kordel Jefferson,"$3,000",0%,0%,0%,0.0,0.0,42168918,Kordel Jefferson,Kordel Jefferson (42168918),UH,3000,2026-03-04,BAY@UH,0.0,5,1,exact_name,matched
F,,Timo Malovec,"$3,200",0%,0%,0%,0.0,0.0,42168852,Timo Malovec,Timo Malovec (42168852),MIA,3200,2026-03-04,MIA@SMU,0.0,2,1,exact_name,matched
